,Result: # Ballots,Meta: Project Name,Result: Received OP,OSO: # GitHub Repos,OSO: Total Stars,OSO: Total Forks,OSO: Total Contributors,OSO: Contributors Last 6 Months,OSO: Avg Monthly Active Devs Last 6 Months,OSO: Total Onchain Users,OSO: Onchain Users Last 6 Months,OSO: Total Downloads,OSO: Downloads Last 6 Months
377,22,Keyring,17715.35,1.0,0.0,0.0,1.0,1.0,0.8333333333333334,0.0,0.0,0.0,0.0
378,24, simple-optimism-node (Maintaining my own fork),17391.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,38,EthereansOS,16894.48,31.0,18.0,11.0,47.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0
383,30,JobStash,16496.96,2.0,0.0,0.0,6.0,5.0,0.3333333333333333,0.0,0.0,0.0,0.0
386,35,Eth-Volcano,14906.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,33,Rollup Economics Dune Spell,14906.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,25,far.quest,14906.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,19,Kredeum NFTs Factory,14906.89,17.0,14.0,13.0,15.0,3.0,0.8333333333333334,11.0,11.0,0.0,0.0
403,17,RareSkills Book of Zero Knowledge Proofs,12697.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,24,FilosofiaCodigo,12422.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,18,JEFE TOKEN,12422.41,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
410,24,zerokn0wledge,11580.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,20,Bankless Publishing,10931.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,28,OurNetwork,10120.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,34,ODTU Blockchain,9937.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,33,jordanmmck,9937.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,31,Andino - Talent in technology,9937.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,30,Rodrigo NuñΞz,9937.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,24,Awesome Optimism,9937.93,1.0,0.0,0.0,4.0,4.0,0.5,0.0,0.0,0.0,0.0
438,22,Layer 2 Weekly Roundup,9937.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,21,Taz,9937.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,20,Learning about OP through Gitcoin Grants,9937.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,18,bh2smith,9937.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,17,Cardo,9937.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,25,CII,8447.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,24,GiveStation (youbuidl),7453.45,4.0,3.0,2.0,6.0,1.0,0.1666666666666666,0.0,0.0,0.0,0.0
456,35,RoOptimism,4968.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,31,Onboard en Perú Optimistas e Indexer ,4968.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,27,Revelo Intel,4968.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,21,Bedrock Contracts Architecture Diagram,4968.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,20,Doris Protocol,4968.96,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
504,16,Donate3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,16,DexKit,0.0,26.0,66.0,89.0,15.0,6.0,1.3333333333333333,0.0,0.0,0.0,0.0
506,16,MesoReefDAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,16,Artemis Analytics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,16,Downstream,0.0,3.0,0.0,0.0,16.0,15.0,5.666666666666667,0.0,0.0,0.0,0.0
516,16,vrypan,0.0,2.0,0.0,0.0,2.0,2.0,0.1666666666666666,0.0,0.0,0.0,0.0
517,16,Ether.actor,0.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
520,15,APAC DAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,15,Arkham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,15,Namespace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,15,supernova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,15,Golden Boys (GOLD),0.0,5.0,0.0,0.0,3.0,3.0,0.5,0.0,0.0,0.0,0.0
528,15,Ryan Berckmans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,15,yAcademy/yAudit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,14,arabianhorses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,14,Vue Dapp,0.0,2.0,174.0,46.0,41.0,6.0,0.1666666666666666,0.0,0.0,0.0,0.0
533,14,Gajesh Naik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,14,EIP Fun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,14,Web3Native,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,14,Mac Budkowski,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,13,BlockchainOAU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,13,ARPA Randcast,0.0,2.0,0.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0
550,12,UNWA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,12,banterlytics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,12,DevRel Uni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,12,Client Side Proofs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,12,Nodies DLB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,12,Sinjun,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,12,Apetimism Launchpad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,12,ERC1155 Bridge,0.0,14.0,0.0,0.0,11.0,4.0,0.1666666666666666,0.0,0.0,0.0,0.0
567,11,r72.fi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,11,zenbit.eth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,11,sunce86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,11,Picodes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,10,BunnyAI,0.0,1.0,0.0,0.0,6.0,6.0,0.8333333333333334,0.0,0.0,0.0,0.0
579,10,Decentraclasses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,9,markg85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,9,Eternal Garden: ORIGINS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,9,jaxcoder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,9,Ivan on Tech,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,9,Hope: A Curated AI Assistant for the Optimism Ecosystem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,9,simple8720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,9,Validato,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
600,8,OpTracker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,8,Squirtle0x,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,8,CompareNodes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,8,Raiden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,7,Perelyn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,7,Optimism AI,0.0,2.0,0.0,0.0,1.0,1.0,0.1666666666666666,0.0,0.0,0.0,0.0
634,6,Blocktorch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,5,UTU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,4,c2ba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,4,SupraOracles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
